FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1228,IAD,"Washington, DC",DEN,"Denver, CO",830,817.0,-13.0,10.0,827.0,1004.0,7.0,1024,1011.0,-13.0,0.0,,0.0,234.0,234.0,217.0,1452.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1217,MSY,"New Orleans, LA",IAH,"Houston, TX",1700,1653.0,-7.0,14.0,1707.0,1804.0,10.0,1818,1814.0,-4.0,0.0,,0.0,78.0,81.0,57.0,305.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1214,IAD,"Washington, DC",DEN,"Denver, CO",1750,1746.0,-4.0,11.0,1757.0,1931.0,6.0,1944,1937.0,-7.0,1.0,C,0.0,234.0,231.0,214.0,1452.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1211,DEN,"Denver, CO",PIT,"Pittsburgh, PA",1800,1756.0,-4.0,17.0,1813.0,2244.0,4.0,2249,2248.0,-1.0,0.0,,0.0,169.0,172.0,151.0,1290.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1209,IAD,"Washington, DC",LAX,"Los Angeles, CA",1500,1454.0,-6.0,13.0,1507.0,1721.0,5.0,1742,1726.0,-16.0,0.0,,0.0,342.0,332.0,314.0,2288.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1201,SEA,"Seattle, WA",IAD,"Washington, DC",845,834.0,-11.0,15.0,849.0,1615.0,10.0,1634,1625.0,-9.0,1.0,C,0.0,289.0,291.0,266.0,2306.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1192,IAH,"Houston, TX",SJU,"San Juan, PR",940,937.0,-3.0,35.0,1012.0,1600.0,6.0,1601,1606.0,5.0,0.0,,0.0,261.0,269.0,228.0,2007.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1188,IAD,"Washington, DC",EWR,"Newark, NJ",1037,1025.0,-12.0,12.0,1037.0,1120.0,9.0,1202,1129.0,-33.0,0.0,,0.0,85.0,64.0,43.0,212.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1185,MIA,"Miami, FL",DEN,"Denver, CO",1425,1417.0,-8.0,13.0,1430.0,1619.0,7.0,1703,1626.0,-37.0,1.0,C,0.0,278.0,249.0,229.0,1709.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1184,PHX,"Phoenix, AZ",DEN,"Denver, CO",1439,1432.0,-7.0,11.0,1443.0,1600.0,4.0,1617,1604.0,-13.0,0.0,,0.0,98.0,92.0,77.0,602.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1180,EWR,"Newark, NJ",ORD,"Chicago, IL",1710,1700.0,-10.0,19.0,1719.0,1811.0,15.0,1842,1826.0,-16.0,0.0,,0.0,152.0,146.0,112.0,719.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1178,IAD,"Washington, DC",BOS,"Boston, MA",1733,1726.0,-7.0,14.0,1740.0,1846.0,4.0,1903,1850.0,-13.0,1.0,B,0.0,90.0,84.0,66.0,413.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1173,SJU,"San Juan, PR",EWR,"Newark, NJ",1400,1347.0,-13.0,10.0,1357.0,1627.0,6.0,1715,1633.0,-42.0,0.0,,0.0,255.0,226.0,210.0,1608.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1166,IAH,"Houston, TX",LAS,"Las Vegas, NV",2010,2001.0,-9.0,13.0,2014.0,2052.0,6.0,2138,2058.0,-40.0,0.0,,0.0,208.0,177.0,158.0,1222.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1165,LAX,"Los Angeles, CA",EWR,"Newark, NJ",2305,2305.0,0.0,36.0,2341.0,659.0,5.0,644,704.0,20.0,1.0,D,0.0,279.0,299.0,258.0,2454.0,0.0,0.0,20.0,0.0,0.0
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1160,ORD,"Chicago, IL",CLE,"Cleveland, OH",1750,1744.0,-6.0,15.0,1759.0,1942.0,6.0,2000,1948.0,-12.0,0.0,,0.0,70.0,64.0,43.0,315.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1158,LAX,"Los Angeles, CA",HNL,"Honolulu, HI",850,843.0,-7.0,16.0,859.0,1235.0,4.0,1256,1239.0,-17.0,0.0,,0.0,366.0,356.0,336.0,2556.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1156,IAD,"Washington, DC",EWR,"Newark, NJ",1730,1804.0,34.0,18.0,1822.0,1901.0,20.0,1855,1921.0,26.0,1.0,B,0.0,85.0,77.0,39.0,212.0,26.0,0.0,0.0,0.0,0.0
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1155,ORD,"Chicago, IL",MCI,"Kansas City, MO",1800,1756.0,-4.0,23.0,1819.0,1921.0,5.0,1939,1926.0,-13.0,0.0,,0.0,99.0,90.0,62.0,403.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1136,LAX,"Los Angeles, CA",DEN,"Denver, CO",1512,1505.0,-7.0,12.0,1517.0,1803.0,5.0,1827,1808.0,-19.0,0.0,,0.0,135.0,123.0,106.0,862.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1131,GEG,"Spokane, WA",DEN,"Denver, CO",530,512.0,-18.0,40.0,552.0,841.0,5.0,847,846.0,-1.0,1.0,C,0.0,137.0,154.0,109.0,836.0,,,,,
2020-11-17,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1125,SEA,"Seattle, WA",EWR,"Newark, NJ",1340,1340.0,0.0,13.0,1353.0,2123.0,10.0,2146,2133.0,-13.0,0.0,,0.0,306.0,293.0,270.0,2402.0,,,,,
