FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,322,LAX,"Los Angeles, CA",IAH,"Houston, TX",1640,1640.0,0.0,21.0,1701.0,2155.0,4.0,2158,2159.0,1.0,1.0,B,0.0,198.0,199.0,174.0,1379.0,,,,,
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,321,EWR,"Newark, NJ",IAD,"Washington, DC",2000,2130.0,90.0,11.0,2141.0,2226.0,4.0,2116,2230.0,74.0,0.0,,0.0,76.0,60.0,45.0,212.0,58.0,0.0,0.0,0.0,16.0
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,320,DEN,"Denver, CO",BOS,"Boston, MA",1600,1559.0,-1.0,17.0,1616.0,2144.0,8.0,2155,2152.0,-3.0,0.0,,0.0,235.0,233.0,208.0,1754.0,,,,,
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,317,COS,"Colorado Springs, CO",DEN,"Denver, CO",1340,1332.0,-8.0,15.0,1347.0,1408.0,8.0,1430,1416.0,-14.0,0.0,,0.0,50.0,44.0,21.0,73.0,,,,,
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,316,PHX,"Phoenix, AZ",IAD,"Washington, DC",900,903.0,3.0,13.0,916.0,1559.0,9.0,1621,1608.0,-13.0,0.0,,0.0,261.0,245.0,223.0,1956.0,,,,,
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,315,FLL,"Fort Lauderdale, FL",IAD,"Washington, DC",1405,1402.0,-3.0,14.0,1416.0,1627.0,5.0,1635,1632.0,-3.0,1.0,A,0.0,150.0,150.0,131.0,901.0,,,,,
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,313,DEN,"Denver, CO",IAH,"Houston, TX",1340,1344.0,4.0,24.0,1408.0,1710.0,17.0,1711,1727.0,16.0,0.0,,0.0,151.0,163.0,122.0,862.0,0.0,0.0,16.0,0.0,0.0
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,311,BOS,"Boston, MA",LAX,"Los Angeles, CA",615,610.0,-5.0,14.0,624.0,850.0,6.0,911,856.0,-15.0,0.0,,0.0,356.0,346.0,326.0,2611.0,,,,,
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,310,CVG,"Cincinnati, OH",IAH,"Houston, TX",720,719.0,-1.0,13.0,732.0,846.0,8.0,844,854.0,10.0,0.0,,0.0,144.0,155.0,134.0,871.0,,,,,
2021-08-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,309,DEN,"Denver, CO",LAS,"Las Vegas, NV",2100,2057.0,-3.0,15.0,2112.0,2138.0,6.0,2155,2144.0,-11.0,0.0,,0.0,115.0,107.0,86.0,628.0,,,,,
